Career Key,Qualification Key,Qualification ID,Qualification Title,NQF Level,Career Family,Career Name,Match Type,Relevance Score,Career Source,Review Flag
C0177,Q0260,119423,Occupational Certificate: Automotive Engine Fitter,NQF LEVEL 04,Engineering & Trades,Maintenance Fitter,Related,4,Starter title-based mapping,
C0188,Q0260,119423,Occupational Certificate: Automotive Engine Fitter,NQF LEVEL 04,Engineering & Trades,Plant Maintenance Technician,Related,4,Starter title-based mapping,
C0137,Q0261,118733,Occupational Certificate: Automotive Motor Mechanic,NQF LEVEL 04,Engineering & Trades,Automotive Technician,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0185,Q0261,118733,Occupational Certificate: Automotive Motor Mechanic,NQF LEVEL 04,Engineering & Trades,Motor Mechanic,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0214,Q0261,118733,Occupational Certificate: Automotive Motor Mechanic,NQF LEVEL 04,Engineering & Trades,Workshop Technician,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0137,Q0262,97990,Occupational Certificate: Automotive Motor Mechanic,NQF LEVEL 04,Engineering & Trades,Automotive Technician,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0185,Q0262,97990,Occupational Certificate: Automotive Motor Mechanic,NQF LEVEL 04,Engineering & Trades,Motor Mechanic,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0214,Q0262,97990,Occupational Certificate: Automotive Motor Mechanic,NQF LEVEL 04,Engineering & Trades,Workshop Technician,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0137,Q0263,118097,Occupational Certificate: Automotive Sales Advisor,NQF LEVEL 04,Engineering & Trades,Automotive Technician,Direct,5,Starter title-based mapping,
C0185,Q0263,118097,Occupational Certificate: Automotive Sales Advisor,NQF LEVEL 04,Engineering & Trades,Motor Mechanic,Related,4,Starter title-based mapping,
C0214,Q0263,118097,Occupational Certificate: Automotive Sales Advisor,NQF LEVEL 04,Engineering & Trades,Workshop Technician,Related,4,Starter title-based mapping,
C0137,Q0264,117471,Occupational Certificate: Automotive Suspension Repairer,NQF LEVEL 02,Engineering & Trades,Automotive Technician,Direct,5,Starter title-based mapping,
C0185,Q0264,117471,Occupational Certificate: Automotive Suspension Repairer,NQF LEVEL 02,Engineering & Trades,Motor Mechanic,Related,4,Starter title-based mapping,
C0214,Q0264,117471,Occupational Certificate: Automotive Suspension Repairer,NQF LEVEL 02,Engineering & Trades,Workshop Technician,Related,4,Starter title-based mapping,
C0137,Q0265,117475,Occupational Certificate: Automotive Workshop Assistant,NQF LEVEL 02,Engineering & Trades,Automotive Technician,Direct,5,Starter title-based mapping,
C0185,Q0265,117475,Occupational Certificate: Automotive Workshop Assistant,NQF LEVEL 02,Engineering & Trades,Motor Mechanic,Related,4,Starter title-based mapping,
C0214,Q0265,117475,Occupational Certificate: Automotive Workshop Assistant,NQF LEVEL 02,Engineering & Trades,Workshop Technician,Related,4,Starter title-based mapping,
C0261,Q0266,103263,Occupational Certificate: Auxiliary Fossil Power Plant Operator,NQF LEVEL 04,Health & Social Services,Care Worker,Direct,5,Starter title-based mapping,
C0264,Q0266,103263,Occupational Certificate: Auxiliary Fossil Power Plant Operator,NQF LEVEL 04,Health & Social Services,Community Health Worker,Related,4,Starter title-based mapping,
C0288,Q0266,103263,Occupational Certificate: Auxiliary Fossil Power Plant Operator,NQF LEVEL 04,Health & Social Services,Support Worker,Related,4,Starter title-based mapping,
C0140,Q0267,105024,Occupational Certificate: Avionics Mechanic,NQF LEVEL 05,Engineering & Trades,Avionics Mechanic,Direct,5,Starter title-based mapping,
C0160,Q0267,105024,Occupational Certificate: Avionics Mechanic,NQF LEVEL 05,Engineering & Trades,Engineering Assistant,Related,4,Starter title-based mapping,
C0474,Q0268,117230,Occupational Certificate: Bamboo Floor Finisher,NQF LEVEL 03,Other / Review,Bamboo Floor Finisher,Direct,5,Starter title-based mapping,Review career mapping
C0351,Q0269,101710,Occupational Certificate: Bank Customer Services Clerk,NQF LEVEL 04,Insurance & Banking,Bank Customer Services Clerk,Direct,5,Starter title-based mapping,
C0359,Q0269,101710,Occupational Certificate: Bank Customer Services Clerk,NQF LEVEL 04,Insurance & Banking,Customer Service Consultant,Related,4,Starter title-based mapping,
C0354,Q0269,101710,Occupational Certificate: Bank Customer Services Clerk,NQF LEVEL 04,Insurance & Banking,Banking Consultant,Related,4,Starter title-based mapping,
C0353,Q0270,101673,Occupational Certificate: Bank Teller,NQF LEVEL 04,Insurance & Banking,Bank Teller,Direct,5,Starter title-based mapping,
C0357,Q0270,101673,Occupational Certificate: Bank Teller,NQF LEVEL 04,Insurance & Banking,Cashier,Related,4,Starter title-based mapping,
C0405,Q0270,101673,Occupational Certificate: Bank Teller,NQF LEVEL 04,Insurance & Banking,Cashier,Related,4,Starter title-based mapping,
C0358,Q0270,101673,Occupational Certificate: Bank Teller,NQF LEVEL 04,Insurance & Banking,Customer Service Clerk,Related,4,Starter title-based mapping,
C0355,Q0271,110240,Occupational Certificate: Banknote Processor,NQF LEVEL 04,Insurance & Banking,Banknote Processor,Direct,5,Starter title-based mapping,
C0356,Q0271,110240,Occupational Certificate: Banknote Processor,NQF LEVEL 04,Insurance & Banking,Cash Operations Clerk,Related,4,Starter title-based mapping,
C0352,Q0271,110240,Occupational Certificate: Banknote Processor,NQF LEVEL 04,Insurance & Banking,Bank Operations Clerk,Related,4,Starter title-based mapping,
C0478,Q0272,123687,Occupational Certificate: Bath Operator,NQF LEVEL 02,Other / Review,Bath Operator,Direct,5,Starter title-based mapping,Review career mapping
C0479,Q0273,101551,Occupational Certificate: Beam House Machine Operator,NQF LEVEL 02,Other / Review,Beam House Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0480,Q0274,103181,Occupational Certificate: Beaming and Sizing Machine Operator,NQF LEVEL 02,Other / Review,Beaming and Sizing Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0012,Q0275,121627,Occupational Certificate: Beauty Practitioner,NQF LEVEL 04,Beauty & Personal Care,Beauty Practitioner,Direct,5,Starter title-based mapping,
C0013,Q0275,121627,Occupational Certificate: Beauty Practitioner,NQF LEVEL 04,Beauty & Personal Care,Beauty Therapist,Related,4,Starter title-based mapping,
C0258,Q0275,121627,Occupational Certificate: Beauty Practitioner,NQF LEVEL 04,Beauty & Personal Care,Beauty Therapist,Related,4,Starter title-based mapping,
C0018,Q0275,121627,Occupational Certificate: Beauty Practitioner,NQF LEVEL 04,Beauty & Personal Care,Salon Assistant,Related,4,Starter title-based mapping,
C0142,Q0276,99694,Occupational Certificate: Bicycle Mechanic,NQF LEVEL 04,Engineering & Trades,Bicycle Mechanic,Direct,5,Starter title-based mapping,
C0160,Q0276,99694,Occupational Certificate: Bicycle Mechanic,NQF LEVEL 04,Engineering & Trades,Engineering Assistant,Related,4,Starter title-based mapping,
C0481,Q0277,103096,Occupational Certificate: Bicycle Repairer,NQF LEVEL 03,Other / Review,Bicycle Repairer,Direct,5,Starter title-based mapping,Review career mapping
C0482,Q0278,103094,Occupational Certificate: Bicycle Special Components Repairer,NQF LEVEL 04,Other / Review,Bicycle Special Components Repairer,Direct,5,Starter title-based mapping,Review career mapping
C0484,Q0279,117015,Occupational Certificate: Bitumen Spray Equipment Operator,NQF LEVEL 02,Other / Review,Bitumen Spray Equipment Operator,Direct,5,Starter title-based mapping,Review career mapping
C0485,Q0280,112826,Occupational Certificate: Bituminous Binders Tester,NQF LEVEL 04,Other / Review,Bituminous Binders Tester,Direct,5,Starter title-based mapping,Review career mapping
C0487,Q0281,110313,Occupational Certificate: Blow Moulding Machine Setter,NQF LEVEL 05,Other / Review,Blow Moulding Machine Setter,Direct,5,Starter title-based mapping,Review career mapping
C0121,Q0282,94573,Occupational Certificate: Boat Builder and Repairer (Boat Builder),NQF LEVEL 04,Construction & Building,Construction Artisan,Direct,5,Starter title-based mapping,
C0127,Q0282,94573,Occupational Certificate: Boat Builder and Repairer (Boat Builder),NQF LEVEL 04,Construction & Building,Site Worker,Related,4,Starter title-based mapping,
C0120,Q0282,94573,Occupational Certificate: Boat Builder and Repairer (Boat Builder),NQF LEVEL 04,Construction & Building,Building Maintenance Technician,Related,4,Starter title-based mapping,
C0261,Q0283,121672,Occupational Certificate: Body Care Therapist,NQF LEVEL 04,Health & Social Services,Care Worker,Direct,5,Starter title-based mapping,
C0264,Q0283,121672,Occupational Certificate: Body Care Therapist,NQF LEVEL 04,Health & Social Services,Community Health Worker,Related,4,Starter title-based mapping,
C0288,Q0283,121672,Occupational Certificate: Body Care Therapist,NQF LEVEL 04,Health & Social Services,Support Worker,Related,4,Starter title-based mapping,
C0259,Q0284,121673,Occupational Certificate: Body Massage Therapist,NQF LEVEL 04,Health & Social Services,Body Massage Therapist,Direct,5,Starter title-based mapping,
C0288,Q0284,121673,Occupational Certificate: Body Massage Therapist,NQF LEVEL 04,Health & Social Services,Support Worker,Related,4,Starter title-based mapping,
C0260,Q0285,121647,Occupational Certificate: Body Therapist,NQF LEVEL 04,Health & Social Services,Body Therapist,Direct,5,Starter title-based mapping,
C0288,Q0285,121647,Occupational Certificate: Body Therapist,NQF LEVEL 04,Health & Social Services,Support Worker,Related,4,Starter title-based mapping,
C0488,Q0286,118826,Occupational Certificate: BodyTalk Practitioner,NQF LEVEL 04,Other / Review,BodyTalk Practitioner,Direct,5,Starter title-based mapping,Review career mapping
C0143,Q0287,93626,Occupational Certificate: Boilermaker,NQF LEVEL 04,Engineering & Trades,Boilermaker,Direct,5,Starter title-based mapping,
C0213,Q0287,93626,Occupational Certificate: Boilermaker,NQF LEVEL 04,Engineering & Trades,Welder,Related,4,Starter title-based mapping,
C0163,Q0287,93626,Occupational Certificate: Boilermaker,NQF LEVEL 04,Engineering & Trades,Fabrication Worker,Related,4,Starter title-based mapping,
C0227,Q0288,98959,Occupational Certificate: Bookkeeper,NQF LEVEL 05,Finance & Accounting,Bookkeeper,Direct,5,Starter title-based mapping,
C0223,Q0288,98959,Occupational Certificate: Bookkeeper,NQF LEVEL 05,Finance & Accounting,Accounts Clerk,Related,4,Starter title-based mapping,
C0230,Q0288,98959,Occupational Certificate: Bookkeeper,NQF LEVEL 05,Finance & Accounting,Finance Administrator,Related,4,Starter title-based mapping,
C0489,Q0289,101325,Occupational Certificate: Braiding Machine Operator,NQF LEVEL 02,Other / Review,Braiding Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0121,Q0290,93627,Occupational Certificate: Bricklayer,NQF LEVEL 04,Construction & Building,Construction Artisan,Direct,5,Starter title-based mapping,
C0127,Q0290,93627,Occupational Certificate: Bricklayer,NQF LEVEL 04,Construction & Building,Site Worker,Related,4,Starter title-based mapping,
C0120,Q0290,93627,Occupational Certificate: Bricklayer,NQF LEVEL 04,Construction & Building,Building Maintenance Technician,Related,4,Starter title-based mapping,
C0490,Q0291,112263,Occupational Certificate: Brush Hand,NQF LEVEL 02,Other / Review,Brush Hand,Direct,5,Starter title-based mapping,Review career mapping
C0378,Q0292,94202,Occupational Certificate: Bus Driver,NQF LEVEL 03,Logistics & Supply Chain,Bus Driver,Direct,5,Starter title-based mapping,
C0392,Q0292,94202,Occupational Certificate: Bus Driver,NQF LEVEL 03,Logistics & Supply Chain,Professional Driver,Related,4,Starter title-based mapping,
C0390,Q0292,94202,Occupational Certificate: Bus Driver,NQF LEVEL 03,Logistics & Supply Chain,Passenger Transport Driver,Related,4,Starter title-based mapping,
C0026,Q0293,120117,Occupational Certificate: Business Banking Practitioner,NQF LEVEL 06,Business & Management,Business Banker,Direct,5,Starter title-based mapping,
C0096,Q0293,120117,Occupational Certificate: Business Banking Practitioner,NQF LEVEL 06,Business & Management,Relationship Officer,Related,4,Starter title-based mapping,
C0031,Q0293,120117,Occupational Certificate: Business Banking Practitioner,NQF LEVEL 06,Business & Management,Client Service Consultant,Related,4,Starter title-based mapping,
C0491,Q0294,102919,Occupational Certificate: Butter Maker,NQF LEVEL 04,Other / Review,Butter Maker,Direct,5,Starter title-based mapping,Review career mapping
C0492,Q0295,103222,Occupational Certificate: Buyer,NQF LEVEL 05,Other / Review,Buyer,Direct,5,Starter title-based mapping,Review career mapping
C0494,Q0296,102996,Occupational Certificate: CNC Milling Machinist,NQF LEVEL 04,Other / Review,CNC Milling Machinist,Direct,5,Starter title-based mapping,Review career mapping
C0495,Q0297,103099,Occupational Certificate: CNC Turning Machinist,NQF LEVEL 04,Other / Review,CNC Turning Machinist,Direct,5,Starter title-based mapping,Review career mapping
C0241,Q0298,96372,Occupational Certificate: Career Development Information Officer,NQF LEVEL 05,HR & Training,Career Development Officer,Direct,5,Starter title-based mapping,
C0242,Q0298,96372,Occupational Certificate: Career Development Information Officer,NQF LEVEL 05,HR & Training,Career Guidance Officer,Related,4,Starter title-based mapping,
C0252,Q0298,96372,Occupational Certificate: Career Development Information Officer,NQF LEVEL 05,HR & Training,Student Support Officer,Related,4,Starter title-based mapping,
C0121,Q0299,94022,Occupational Certificate: Carpenter,NQF LEVEL 04,Construction & Building,Construction Artisan,Direct,5,Starter title-based mapping,
C0127,Q0299,94022,Occupational Certificate: Carpenter,NQF LEVEL 04,Construction & Building,Site Worker,Related,4,Starter title-based mapping,
C0120,Q0299,94022,Occupational Certificate: Carpenter,NQF LEVEL 04,Construction & Building,Building Maintenance Technician,Related,4,Starter title-based mapping,
C0496,Q0300,117231,Occupational Certificate: Carpet Floor Finisher,NQF LEVEL 03,Other / Review,Carpet Floor Finisher,Direct,5,Starter title-based mapping,Review career mapping
C0030,Q0301,101863,Occupational Certificate: Cash Office Clerk,NQF LEVEL 02,Business & Management,Cash Office Clerk,Direct,5,Starter title-based mapping,
C0075,Q0301,101863,Occupational Certificate: Cash Office Clerk,NQF LEVEL 02,Business & Management,Operations Administrator,Related,4,Starter title-based mapping,
C0407,Q0302,118728,Occupational Certificate: Checkout Operator,NQF LEVEL 02,"Marketing, Sales & Retail",Checkout Operator,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0357,Q0302,118728,Occupational Certificate: Checkout Operator,NQF LEVEL 02,"Marketing, Sales & Retail",Cashier,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0405,Q0302,118728,Occupational Certificate: Checkout Operator,NQF LEVEL 02,"Marketing, Sales & Retail",Cashier,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0414,Q0302,118728,Occupational Certificate: Checkout Operator,NQF LEVEL 02,"Marketing, Sales & Retail",Retail Assistant,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0407,Q0303,99707,Occupational Certificate: Checkout Operator,NQF LEVEL 02,"Marketing, Sales & Retail",Checkout Operator,Direct,5,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0357,Q0303,99707,Occupational Certificate: Checkout Operator,NQF LEVEL 02,"Marketing, Sales & Retail",Cashier,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0405,Q0303,99707,Occupational Certificate: Checkout Operator,NQF LEVEL 02,"Marketing, Sales & Retail",Cashier,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0414,Q0303,99707,Occupational Certificate: Checkout Operator,NQF LEVEL 02,"Marketing, Sales & Retail",Retail Assistant,Related,4,Starter title-based mapping,Qualification Title + NQF maps to multiple IDs
C0292,Q0304,94941,Occupational Certificate: Chef,NQF LEVEL 04,Hospitality & Tourism,Chef,Direct,5,Starter title-based mapping,
C0293,Q0304,94941,Occupational Certificate: Chef,NQF LEVEL 04,Hospitality & Tourism,Commis Chef,Related,4,Starter title-based mapping,
C0302,Q0304,94941,Occupational Certificate: Chef,NQF LEVEL 04,Hospitality & Tourism,Kitchen Supervisor,Related,4,Starter title-based mapping,
C0292,Q0305,101697,Occupational Certificate: Chef,NQF LEVEL 05,Hospitality & Tourism,Chef,Direct,5,Starter title-based mapping,
C0293,Q0305,101697,Occupational Certificate: Chef,NQF LEVEL 05,Hospitality & Tourism,Commis Chef,Related,4,Starter title-based mapping,
C0302,Q0305,101697,Occupational Certificate: Chef,NQF LEVEL 05,Hospitality & Tourism,Kitchen Supervisor,Related,4,Starter title-based mapping,
C0146,Q0306,101569,Occupational Certificate: Chemical Laboratory Analyst,NQF LEVEL 04,Engineering & Trades,Chemical Laboratory Analyst,Direct,5,Starter title-based mapping,
C0171,Q0306,101569,Occupational Certificate: Chemical Laboratory Analyst,NQF LEVEL 04,Engineering & Trades,Laboratory Technician,Related,4,Starter title-based mapping,
C0197,Q0306,101569,Occupational Certificate: Chemical Laboratory Analyst,NQF LEVEL 04,Engineering & Trades,Quality Control Analyst,Related,4,Starter title-based mapping,
C0147,Q0307,117205,Occupational Certificate: Chemical Manufacturing Technician (Glass Manufacturing),NQF LEVEL 05,Engineering & Trades,Chemical Manufacturing Technician,Direct,5,Starter title-based mapping,
C0193,Q0307,117205,Occupational Certificate: Chemical Manufacturing Technician (Glass Manufacturing),NQF LEVEL 05,Engineering & Trades,Process Technician,Related,4,Starter title-based mapping,
C0195,Q0307,117205,Occupational Certificate: Chemical Manufacturing Technician (Glass Manufacturing),NQF LEVEL 05,Engineering & Trades,Production Technician,Related,4,Starter title-based mapping,
C0148,Q0308,111359,Occupational Certificate: Chemical Plant Controller,NQF LEVEL 05,Engineering & Trades,Chemical Plant Controller,Direct,5,Starter title-based mapping,
C0191,Q0308,111359,Occupational Certificate: Chemical Plant Controller,NQF LEVEL 05,Engineering & Trades,Process Controller,Related,4,Starter title-based mapping,
C0189,Q0308,111359,Occupational Certificate: Chemical Plant Controller,NQF LEVEL 05,Engineering & Trades,Plant Operator,Related,4,Starter title-based mapping,
C0771,Q0308,111359,Occupational Certificate: Chemical Plant Controller,NQF LEVEL 05,Engineering & Trades,Plant Operator,Related,4,Starter title-based mapping,
C0189,Q0309,102156,Occupational Certificate: Chemical Plant Operator,NQF LEVEL 04,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,
C0771,Q0309,102156,Occupational Certificate: Chemical Plant Operator,NQF LEVEL 04,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,
C0769,Q0309,102156,Occupational Certificate: Chemical Plant Operator,NQF LEVEL 04,Plant & Equipment Operations,Heavy Equipment Operator,Related,4,Starter title-based mapping,
C0174,Q0309,102156,Occupational Certificate: Chemical Plant Operator,NQF LEVEL 04,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,
C0770,Q0309,102156,Occupational Certificate: Chemical Plant Operator,NQF LEVEL 04,Plant & Equipment Operations,Machine Operator,Related,4,Starter title-based mapping,
C0499,Q0310,117307,Occupational Certificate: Chemical Production Machine Operator,NQF LEVEL 02,Other / Review,Chemical Production Machine Operator,Direct,5,Starter title-based mapping,Review career mapping
C0500,Q0311,96367,Occupational Certificate: Chemist (Surface Coatings Technologist),NQF LEVEL 05,Other / Review,Chemist (Surface Coatings Technologist),Direct,5,Starter title-based mapping,Review career mapping
C0261,Q0312,99510,Occupational Certificate: Child and Youth Care Worker,NQF LEVEL 05,Health & Social Services,Care Worker,Direct,5,Starter title-based mapping,
C0264,Q0312,99510,Occupational Certificate: Child and Youth Care Worker,NQF LEVEL 05,Health & Social Services,Community Health Worker,Related,4,Starter title-based mapping,
C0288,Q0312,99510,Occupational Certificate: Child and Youth Care Worker,NQF LEVEL 05,Health & Social Services,Support Worker,Related,4,Starter title-based mapping,
C0797,Q0313,101571,Occupational Certificate: Christian Religious Professional,NQF LEVEL 05,Religious & Charitable,Community / Religious Worker,Direct,5,Starter title-based mapping,
C0798,Q0313,101571,Occupational Certificate: Christian Religious Professional,NQF LEVEL 05,Religious & Charitable,Programme Assistant,Related,4,Starter title-based mapping,
C0799,Q0313,101571,Occupational Certificate: Christian Religious Professional,NQF LEVEL 05,Religious & Charitable,Volunteer Coordinator,Related,4,Starter title-based mapping,
C0149,Q0314,112808,Occupational Certificate: Civil Engineering Aggregates Tester,NQF LEVEL 04,Engineering & Trades,Civil Engineering Technician,Direct,5,Starter title-based mapping,
C0205,Q0314,112808,Occupational Certificate: Civil Engineering Aggregates Tester,NQF LEVEL 04,Engineering & Trades,Site Technician,Related,4,Starter title-based mapping,
C0151,Q0314,112808,Occupational Certificate: Civil Engineering Aggregates Tester,NQF LEVEL 04,Engineering & Trades,Construction Technician,Related,4,Starter title-based mapping,
C0149,Q0315,112805,Occupational Certificate: Civil Engineering Materials Tester,NQF LEVEL 04,Engineering & Trades,Civil Engineering Technician,Direct,5,Starter title-based mapping,
C0205,Q0315,112805,Occupational Certificate: Civil Engineering Materials Tester,NQF LEVEL 04,Engineering & Trades,Site Technician,Related,4,Starter title-based mapping,
C0151,Q0315,112805,Occupational Certificate: Civil Engineering Materials Tester,NQF LEVEL 04,Engineering & Trades,Construction Technician,Related,4,Starter title-based mapping,
C0772,Q0316,96368,Occupational Certificate: Clearing and Forwarding Agent,NQF LEVEL 05,Public Sector,Clearing and Forwarding Agent,Direct,5,Starter title-based mapping,
C0778,Q0316,96368,Occupational Certificate: Clearing and Forwarding Agent,NQF LEVEL 05,Public Sector,Public Services Officer,Related,4,Starter title-based mapping,
C0802,Q0317,118746,Occupational Certificate: Close Protector,NQF LEVEL 05,Security,Security Officer,Direct,5,Starter title-based mapping,
C0801,Q0317,118746,Occupational Certificate: Close Protector,NQF LEVEL 05,Security,Protection Officer,Related,4,Starter title-based mapping,
C0800,Q0317,118746,Occupational Certificate: Close Protector,NQF LEVEL 05,Security,Control Room Operator,Related,4,Starter title-based mapping,
C0312,Q0318,118699,Occupational Certificate: Cloud Administrator,NQF LEVEL 04,ICT & Data,Cloud Administrator,Direct,5,Starter title-based mapping,
C0313,Q0318,118699,Occupational Certificate: Cloud Administrator,NQF LEVEL 04,ICT & Data,Cloud Support Technician,Related,4,Starter title-based mapping,
C0346,Q0318,118699,Occupational Certificate: Cloud Administrator,NQF LEVEL 04,ICT & Data,Systems Administrator,Related,4,Starter title-based mapping,
C0503,Q0319,101769,Occupational Certificate: Coldset Rotary Offset Lithography Printing Technician,NQF LEVEL 04,Other / Review,Coldset Rotary Offset Lithography Printing Technician,Direct,5,Starter title-based mapping,Review career mapping
C0505,Q0320,103274,Occupational Certificate: Collaborative Recycler,NQF LEVEL 02,Other / Review,Collaborative Recycler,Direct,5,Starter title-based mapping,Review career mapping
C0215,Q0321,118711,Occupational Certificate: Commercial Ablution Cleaner,NQF LEVEL 01,Facilities & Cleaning,Cleaner,Direct,5,Starter title-based mapping,
C0217,Q0321,118711,Occupational Certificate: Commercial Ablution Cleaner,NQF LEVEL 01,Facilities & Cleaning,Facilities Assistant,Related,4,Starter title-based mapping,
C0221,Q0321,118711,Occupational Certificate: Commercial Ablution Cleaner,NQF LEVEL 01,Facilities & Cleaning,Housekeeping Worker,Related,4,Starter title-based mapping,
C0215,Q0322,118709,Occupational Certificate: Commercial Cleaner,NQF LEVEL 01,Facilities & Cleaning,Cleaner,Direct,5,Starter title-based mapping,
C0217,Q0322,118709,Occupational Certificate: Commercial Cleaner,NQF LEVEL 01,Facilities & Cleaning,Facilities Assistant,Related,4,Starter title-based mapping,
C0221,Q0322,118709,Occupational Certificate: Commercial Cleaner,NQF LEVEL 01,Facilities & Cleaning,Housekeeping Worker,Related,4,Starter title-based mapping,
C0507,Q0323,110371,Occupational Certificate: Commercial Diver,NQF LEVEL 04,Other / Review,Commercial Diver,Direct,5,Starter title-based mapping,Review career mapping
C0215,Q0324,118713,Occupational Certificate: Commercial Floor Cleaner,NQF LEVEL 01,Facilities & Cleaning,Cleaner,Direct,5,Starter title-based mapping,
C0217,Q0324,118713,Occupational Certificate: Commercial Floor Cleaner,NQF LEVEL 01,Facilities & Cleaning,Facilities Assistant,Related,4,Starter title-based mapping,
C0221,Q0324,118713,Occupational Certificate: Commercial Floor Cleaner,NQF LEVEL 01,Facilities & Cleaning,Housekeeping Worker,Related,4,Starter title-based mapping,
C0508,Q0325,121707,Occupational Certificate: Commercial Housekeeper,NQF LEVEL 04,Other / Review,Commercial Housekeeper,Direct,5,Starter title-based mapping,Review career mapping
C0215,Q0326,118710,Occupational Certificate: Commercial Kitchenette Cleaner,NQF LEVEL 01,Facilities & Cleaning,Cleaner,Direct,5,Starter title-based mapping,
C0217,Q0326,118710,Occupational Certificate: Commercial Kitchenette Cleaner,NQF LEVEL 01,Facilities & Cleaning,Facilities Assistant,Related,4,Starter title-based mapping,
C0221,Q0326,118710,Occupational Certificate: Commercial Kitchenette Cleaner,NQF LEVEL 01,Facilities & Cleaning,Housekeeping Worker,Related,4,Starter title-based mapping,
C0032,Q0327,97691,Occupational Certificate: Community Development Practitioner,NQF LEVEL 05,Business & Management,Community Development Practitioner,Direct,5,Starter title-based mapping,
C0088,Q0327,97691,Occupational Certificate: Community Development Practitioner,NQF LEVEL 05,Business & Management,Programme Officer,Related,4,Starter title-based mapping,
C0033,Q0327,97691,Occupational Certificate: Community Development Practitioner,NQF LEVEL 05,Business & Management,Community Liaison Officer,Related,4,Starter title-based mapping,
C0032,Q0328,97708,Occupational Certificate: Community Development Worker,NQF LEVEL 04,Business & Management,Community Development Practitioner,Direct,5,Starter title-based mapping,
C0088,Q0328,97708,Occupational Certificate: Community Development Worker,NQF LEVEL 04,Business & Management,Programme Officer,Related,4,Starter title-based mapping,
C0033,Q0328,97708,Occupational Certificate: Community Development Worker,NQF LEVEL 04,Business & Management,Community Liaison Officer,Related,4,Starter title-based mapping,
C0509,Q0329,104989,Occupational Certificate: Company Secretary,NQF LEVEL 08,Other / Review,Company Secretary,Direct,5,Starter title-based mapping,Review career mapping
C0034,Q0330,91671,Occupational Certificate: Compliance Officer,NQF LEVEL 06,Business & Management,Compliance Officer,Direct,5,Starter title-based mapping,
C0229,Q0330,91671,Occupational Certificate: Compliance Officer,NQF LEVEL 06,Business & Management,Compliance Officer,Direct,5,Starter title-based mapping,
C0368,Q0330,91671,Occupational Certificate: Compliance Officer,NQF LEVEL 06,Business & Management,Compliance Officer,Direct,5,Starter title-based mapping,
C0782,Q0330,91671,Occupational Certificate: Compliance Officer,NQF LEVEL 06,Business & Management,Compliance Officer,Direct,5,Starter title-based mapping,
C0075,Q0330,91671,Occupational Certificate: Compliance Officer,NQF LEVEL 06,Business & Management,Operations Administrator,Related,4,Starter title-based mapping,
C0314,Q0331,101408,Occupational Certificate: Computer Technician,NQF LEVEL 05,ICT & Data,Computer Technician,Direct,5,Starter title-based mapping,
C0330,Q0331,101408,Occupational Certificate: Computer Technician,NQF LEVEL 05,ICT & Data,IT Support Technician,Related,4,Starter title-based mapping,
C0320,Q0331,101408,Occupational Certificate: Computer Technician,NQF LEVEL 05,ICT & Data,Desktop Support Technician,Related,4,Starter title-based mapping,
C0510,Q0332,112833,Occupational Certificate: Concrete Tester,NQF LEVEL 04,Other / Review,Concrete Tester,Direct,5,Starter title-based mapping,Review career mapping
C0511,Q0333,102916,Occupational Certificate: Condensed Liquid Dairy Products Maker,NQF LEVEL 04,Other / Review,Condensed Liquid Dairy Products Maker,Direct,5,Starter title-based mapping,Review career mapping
C0041,Q0334,102944,Occupational Certificate: Conference and Events Organiser,NQF LEVEL 05,Business & Management,Events Coordinator,Direct,5,Starter title-based mapping,
C0040,Q0334,102944,Occupational Certificate: Conference and Events Organiser,NQF LEVEL 05,Business & Management,Events Assistant,Related,4,Starter title-based mapping,
C0089,Q0334,102944,Occupational Certificate: Conference and Events Organiser,NQF LEVEL 05,Business & Management,Project Coordinator,Related,4,Starter title-based mapping,
C0189,Q0335,117005,Occupational Certificate: Construction Plant Operator,NQF LEVEL 02,Plant & Equipment Operations,Plant Operator,Direct,5,Starter title-based mapping,
